"species","period","from_id","to_id","area_i_ha","area_j_ha","length_km","cost_mean","cost_max"
"GEN","Early",2200,2328,25.8498293409165,7.47574877754128,1.21669047558312,248.323695030212,521.897033691406
"GEN","Early",2202,2360,8.10499627324112,17.9209772327682,1.54279220613578,169.979292106628,366.703674316406
"GEN","Early",2328,2455,7.47574877754128,41.5219144676676,1.10698484809835,156.076515808105,351.307647705078
"GEN","Early",2330,2519,55.3030371781907,7.02546915290795,0.77698484809835,69.272473449707,113.909332275391
"GEN","Early",2328,2404,7.47574877754128,13.2402129619593,1.65338095116624,345.87767490387,728.693237304688
"GEN","Early",2409,2537,19.9054548345304,11.4388793835982,0.817279220613579,152.721712188721,250.462005615234
"GEN","Early",2438,2598,8.37521520962945,5.3133128129461,1.15455844122716,152.762408599854,341.990966796875
"GEN","Early",2447,2455,8.91684108340371,41.5219144676676,0.817279220613579,119.519304199219,229.190963745117
"GEN","Early",2191,2480,10.7171774364004,47.2814775647566,2.40977705423413,162.497528381348,466.613677978516
"GEN","Early",2503,2599,21.9760693169359,8.19595323286034,2.05367532368147,369.541466217041,814.684143066406
"GEN","Early",2519,2528,7.02546915290795,31.0742374484297,1.14941125496954,120.434294509888,234.194549560547
"GEN","Early",2537,2606,11.4388793835982,44.7647643564752,0.699411254969543,68.9041327667236,133.790740966797
"GEN","Early",2599,2697,8.19595323286034,23.0567528776969,1.22485281374239,128.297299041748,327.381286621094
"GEN","Early",2455,2615,41.5219144676676,11.9792263022784,1.39279220613578,169.511421051025,386.712860107422
"GEN","Early",2662,2904,61.4230920492432,19.724063584439,4.72955410846826,298.860599937439,886.6767578125
"GEN","Early",2598,2664,5.3133128129461,102.394163253085,1.39066017177982,115.021606864929,254.51252746582
"GEN","Early",2503,2691,21.9760693169359,5.13378549007714,2.88462986797652,62.1639472961426,143.24821472168
"GEN","Early",2694,2731,8.46633790661027,16.1220982617902,0.996396103067893,130.325785331726,309.543762207031
"GEN","Early",2707,2786,24.9453125251096,6.21380394110337,0.761543289325507,78.1835723114014,160.668563842773
"GEN","Early",2480,2717,47.2814775647566,6.39431088724977,3.0534523779156,115.487070159912,257.36181640625
